2021-09-08 14:19:06,146 root DEBUG autoptsclient_common.py   781   run_test_case_thread_entry : Starting TestCase wrapper MESH MESH/NODE/BCN/SNB/BV-01-C
2021-09-08 14:19:24,984 root DEBUG btp.py                    423   event_handler             : event_handler Header(svc_id=4, op=134, ctrl_index=0, data_len=22) (b'\x03\x00\x01\x00\x02\x00\x0f\x80\x80\x00\x00\x8c\xca"\xe36\xe1mE\xad\x95\x04',)
2021-09-08 14:19:25,422 root DEBUG iutctl_common.py          100   read                      : Received: hdr: Header(svc_id=4, op=134, ctrl_index=0, data_len=14) bytearray(b'\x04\x86\x00\x0e\x00')
2021-09-08 14:19:25,422 root DEBUG iutctl_common.py          113   read                      : Received data: "('\x07\x01\x01\x00\x02\x00\x07\x00\x00\x04\x00\x00\x00\x07',)", bytearray(b'\x07\x01\x01\x00\x02\x00\x07\x00\x00\x04\x00\x00\x00\x07')
2021-09-08 14:19:25,422 root DEBUG btp.py                    423   event_handler             : event_handler Header(svc_id=4, op=134, ctrl_index=0, data_len=14) (b'\x07\x01\x01\x00\x02\x00\x07\x00\x00\x04\x00\x00\x00\x07',)
2021-09-08 14:19:26,578 root DEBUG iutctl_common.py          100   read                      : Received: hdr: Header(svc_id=4, op=134, ctrl_index=0, data_len=22) bytearray(b'\x04\x86\x00\x16\x00')
2021-09-08 14:19:26,578 root DEBUG iutctl_common.py          113   read                      : Received data: "('\x03\x00\x01\x00\x02\x00\x0f\x80\x80\x08\x00;ä\x8e\x04VV\x01\x82£é!',)", bytearray(b'\x03\x00\x01\x00\x02\x00\x0f\x80\x80\x08\x00;\xe4\x8e\x04VV\x01\x82\xa3\xe9!')
2021-09-08 14:19:26,578 root DEBUG btp.py                    423   event_handler             : event_handler Header(svc_id=4, op=134, ctrl_index=0, data_len=22) (b'\x03\x00\x01\x00\x02\x00\x0f\x80\x80\x08\x00;\xe4\x8e\x04VV\x01\x82\xa3\xe9!',)
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   169   on_implicit_send          : ********************
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   170   on_implicit_send          : BEGIN OnImplicitSend:
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   171   on_implicit_send          : project_name: MESH
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   172   on_implicit_send          : wid: 90
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   173   on_implicit_send          : test_case_name: MESH/NODE/BCN/SNB/BV-01-C
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   174   on_implicit_send          : description: Please order IUT to send secure network beacon to the PTS. PTS will wait for 60 seconds
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   175   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   181   on_implicit_send          : Calling test cases on_implicit_send
2021-09-08 14:19:32,484 root DEBUG testcase.py               675   on_implicit_send          : MESH MESH/NODE/BCN/SNB/BV-01-C on_implicit_send
2021-09-08 14:19:32,484 root DEBUG testcase.py               619   join_post_wid_thread      : MESH MESH/NODE/BCN/SNB/BV-01-C join_post_wid_thread
2021-09-08 14:19:32,484 root DEBUG testcase.py               621   join_post_wid_thread      : self.post_wid_thread None
2021-09-08 14:19:32,484 root DEBUG mesh.py                   50    mesh_wid_hdl              : mesh_wid_hdl, 90, 'Please order IUT to send secure network beacon to the PTS. PTS will wait for 60 seconds', MESH/NODE/BCN/SNB/BV-01-C
2021-09-08 14:19:32,484 root DEBUG testcase.py               713   on_implicit_send          : Sending response 'OK'
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   186   on_implicit_send          : test case returned on_implicit_send, response: OK
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   196   on_implicit_send          : END OnImplicitSend:
2021-09-08 14:19:32,484 ClientCallback.on_implicit_send INFO autoptsclient_common.py   197   on_implicit_send          : ********************
2021-09-08 14:19:36,219 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_START_TEST Start Test Case 

+1687 ms
 MESH/NODE/BCN/SNB/BV-01-C MESH/NODE/BCN/SNB/BV-01-C

2021-09-08 14:19:36,219 root DEBUG testcase.py               464   log                       : New status MESH MESH/NODE/BCN/SNB/BV-01-C - Started
2021-09-08 14:19:38,188 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_FINAL_VERDICT Final Verdict 

+23578 ms
 MESH/NODE/BCN/SNB/BV-01-C PASS

2021-09-08 14:19:38,188 root DEBUG testcase.py               464   log                       : New status MESH MESH/NODE/BCN/SNB/BV-01-C - PASS
2021-09-08 14:19:38,188 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_FINAL_VERDICT Encrypted Verdict 

+23578 ms
 MESH/NODE/BCN/SNB/BV-01-C A1#NWFjMjViNzA1YWI2MjI1NWNmNjIwMDFlMGIxMWE4YzYwOWJiZTc1OGNjOWU5NTg3NzhhZjI3YjQ5YTZlYjVkNQ==#rYZgJCHuNtZ83H/Y/nlUWzSaLXDJhyRoSiV/8nkuKr1ilpRHqEM1ZE+96X/+EcybVgwaUA8pySU=

2021-09-08 14:19:38,203 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_END_TEST Test Case Ended 

+23578 ms
 MESH/NODE/BCN/SNB/BV-01-C MESH/NODE/BCN/SNB/BV-01-C

2021-09-08 14:19:38,266 root DEBUG autoptsclient_common.py   802   run_test_case_thread_entry : After run_test_case error_code='' status='PASS'
2021-09-08 14:19:38,266 root DEBUG autoptsclient_common.py   278   error_code                : CallbackThread.error_code
2021-09-08 14:19:38,266 root DEBUG autoptsclient_common.py   292   cleanup                   : CallbackThread.cleanup
2021-09-08 14:19:39,281 root DEBUG testcase.py               758   post_run                  : post_run MESH MESH/NODE/BCN/SNB/BV-01-C 
2021-09-08 14:19:39,281 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'ptsprojects.testcase.TestFuncCleanUp'>, func=<bound method Stack.cleanup of <ptsprojects.stack.Stack object at 0x000001AD82063B80>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2021-09-08 14:19:39,281 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2021-09-08 14:19:39,281 root DEBUG autoptsclient_common.py   287   clear_pending_responses   : CallbackThread.clear_pending_responses
2021-09-08 14:19:39,281 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'ptsprojects.testcase.TestFuncCleanUp'>, func=<bound method ZephyrCtl.stop of <ptsprojects.zephyr.iutctl.ZephyrCtl object at 0x000001AD82063BB0>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2021-09-08 14:19:39,281 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2021-09-08 14:19:39,281 root DEBUG iutctl.py                 242   stop                      : <class 'ptsprojects.zephyr.iutctl.ZephyrCtl'>.stop
2021-09-08 14:19:42,728 root DEBUG testcase.py               783   post_run                  : post_run, cleanup running pre test case script
2021-09-08 14:19:42,728 root DEBUG testcase.py               793   post_run                  : post_run, run post test case script
2021-09-08 14:19:43,868 root DEBUG autoptsclient_common.py   832   run_test_case_thread_entry : Done TestCase wrapper MESH MESH/NODE/BCN/SNB/BV-01-C
