2021-09-24 11:19:22,204 root DEBUG autoptsclient_common.py   792   run_test_case_thread_entry : Starting TestCase wrapper L2CAP L2CAP/ECFC/BV-26-C
2021-09-24 11:19:37,661 root DEBUG iutctl_common.py          98    read                      : Received: hdr: Header(svc_id=1, op=14, ctrl_index=0, data_len=0) bytearray(b'\x01\x0e\x00\x00\x00')
2021-09-24 11:19:37,671 root DEBUG iutctl_common.py          111   read                      : Received data: "('',)", bytearray(b'')
2021-09-24 11:19:37,682 root DEBUG gap.py                    775   gap_command_rsp_succ      : received Header(svc_id=1, op=14, ctrl_index=0, data_len=0) (b'',)
2021-09-24 11:19:37,682 root DEBUG testcase.py               713   on_implicit_send          : Sending response 'OK'
2021-09-24 11:19:37,682 ClientCallback.on_implicit_send INFO autoptsclient_common.py   186   on_implicit_send          : test case returned on_implicit_send, response: OK
2021-09-24 11:19:37,682 ClientCallback.on_implicit_send INFO autoptsclient_common.py   196   on_implicit_send          : END OnImplicitSend:
2021-09-24 11:19:37,682 ClientCallback.on_implicit_send INFO autoptsclient_common.py   197   on_implicit_send          : ********************
2021-09-24 11:19:38,124 root DEBUG iutctl_common.py          98    read                      : Received: hdr: Header(svc_id=1, op=130, ctrl_index=0, data_len=13) bytearray(b'\x01\x82\x00\r\x00')
2021-09-24 11:19:38,124 root DEBUG iutctl_common.py          111   read                      : Received data: "('\x005\x1còÜ\x1b\x00(\x00\x00\x00\x90\x01',)", bytearray(b'\x005\x1c\xf2\xdc\x1b\x00(\x00\x00\x00\x90\x01')
2021-09-24 11:19:38,125 root DEBUG btp.py                    423   event_handler             : event_handler Header(svc_id=1, op=130, ctrl_index=0, data_len=13) (b'\x005\x1c\xf2\xdc\x1b\x00(\x00\x00\x00\x90\x01',)
2021-09-24 11:19:38,125 root DEBUG gap.py                    128   gap_connected_ev_         : gap_connected_ev_ b'\x005\x1c\xf2\xdc\x1b\x00(\x00\x00\x00\x90\x01'
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   169   on_implicit_send          : ********************
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   170   on_implicit_send          : BEGIN OnImplicitSend:
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   171   on_implicit_send          : project_name: L2CAP
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   172   on_implicit_send          : wid: 256
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   173   on_implicit_send          : test_case_name: L2CAP/ECFC/BV-26-C
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   174   on_implicit_send          : description: Please send L2CAP Credit Based Connection RSP to PTS.
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   175   on_implicit_send          : style: MMI_Style_Ok_Cancel2 0x11141
2021-09-24 11:19:39,224 ClientCallback.on_implicit_send INFO autoptsclient_common.py   181   on_implicit_send          : Calling test cases on_implicit_send
2021-09-24 11:19:39,224 root DEBUG testcase.py               675   on_implicit_send          : L2CAP L2CAP/ECFC/BV-26-C on_implicit_send
2021-09-24 11:19:39,224 root DEBUG testcase.py               619   join_post_wid_thread      : L2CAP L2CAP/ECFC/BV-26-C join_post_wid_thread
2021-09-24 11:19:39,225 root DEBUG testcase.py               621   join_post_wid_thread      : self.post_wid_thread None
2021-09-24 11:19:39,225 root DEBUG l2cap.py                  29    l2cap_wid_hdl             : l2cap_wid_hdl, 256, 'Please send L2CAP Credit Based Connection RSP to PTS.', L2CAP/ECFC/BV-26-C
2021-09-24 11:19:39,225 root DEBUG testcase.py               713   on_implicit_send          : Sending response 'OK'
2021-09-24 11:19:39,225 ClientCallback.on_implicit_send INFO autoptsclient_common.py   186   on_implicit_send          : test case returned on_implicit_send, response: OK
2021-09-24 11:19:39,225 ClientCallback.on_implicit_send INFO autoptsclient_common.py   196   on_implicit_send          : END OnImplicitSend:
2021-09-24 11:19:39,225 ClientCallback.on_implicit_send INFO autoptsclient_common.py   197   on_implicit_send          : ********************
2021-09-24 11:19:39,576 root DEBUG iutctl_common.py          98    read                      : Received: hdr: Header(svc_id=1, op=131, ctrl_index=0, data_len=7) bytearray(b'\x01\x83\x00\x07\x00')
2021-09-24 11:19:39,576 root DEBUG iutctl_common.py          111   read                      : Received data: "('\x005\x1còÜ\x1b\x00',)", bytearray(b'\x005\x1c\xf2\xdc\x1b\x00')
2021-09-24 11:19:39,576 root DEBUG btp.py                    423   event_handler             : event_handler Header(svc_id=1, op=131, ctrl_index=0, data_len=7) (b'\x005\x1c\xf2\xdc\x1b\x00',)
2021-09-24 11:19:39,576 root DEBUG gap.py                    142   gap_disconnected_ev_      : gap_disconnected_ev_ b'\x005\x1c\xf2\xdc\x1b\x00'
2021-09-24 11:19:42,125 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_START_TEST Start Test Case 

+1688 ms
 L2CAP/ECFC/BV-26-C L2CAP/ECFC/BV-26-C

2021-09-24 11:19:42,125 root DEBUG testcase.py               464   log                       : New status L2CAP L2CAP/ECFC/BV-26-C - Started
2021-09-24 11:19:42,359 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_FINAL_VERDICT Final Verdict 

+10688 ms
 L2CAP/ECFC/BV-26-C PASS

2021-09-24 11:19:42,360 root DEBUG testcase.py               464   log                       : New status L2CAP L2CAP/ECFC/BV-26-C - PASS
2021-09-24 11:19:42,367 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_FINAL_VERDICT Encrypted Verdict 

+10688 ms
 L2CAP/ECFC/BV-26-C A1#ZGY3Yzc3MDgzY2I1YjRmN2M0ZGZkMzg3Y2E4ZDNhZmRjNzIxNzQ0YThiN2QyNzE2MWJkZGEwNTRiNjM3YThhMA==#TW9d0DsyUH8kpDNuzuCAKlWRIV0mbYJGzD2cdVODbiLeYzHFVlEZmCHzwuupVdFv

2021-09-24 11:19:42,428 ClientCallback.log INFO autoptsclient_common.py   133   log                       : PTS_LOGTYPE_END_TEST Test Case Ended 

+10688 ms
 L2CAP/ECFC/BV-26-C L2CAP/ECFC/BV-26-C

2021-09-24 11:19:42,579 root DEBUG autoptsclient_common.py   813   run_test_case_thread_entry : After run_test_case error_code='' status='PASS'
2021-09-24 11:19:42,579 root DEBUG autoptsclient_common.py   278   error_code                : CallbackThread.error_code
2021-09-24 11:19:42,579 root DEBUG autoptsclient_common.py   292   cleanup                   : CallbackThread.cleanup
2021-09-24 11:19:43,581 root DEBUG testcase.py               758   post_run                  : post_run L2CAP L2CAP/ECFC/BV-26-C 
2021-09-24 11:19:43,581 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'ptsprojects.testcase.TestFuncCleanUp'>, func=<bound method Stack.cleanup of <ptsprojects.stack.Stack object at 0x7ff4e0e62a90>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2021-09-24 11:19:43,581 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2021-09-24 11:19:43,581 root DEBUG autoptsclient_common.py   287   clear_pending_responses   : CallbackThread.clear_pending_responses
2021-09-24 11:19:43,581 root DEBUG testcase.py               246   start                     : Starting test function: class=<class 'ptsprojects.testcase.TestFuncCleanUp'>, func=<bound method ZephyrCtl.stop of <ptsprojects.zephyr.iutctl.ZephyrCtl object at 0x7ff4e0e62970>> start_wid=None stop_wid=None post_wid=None skip_call=None call_count=1 args=() kwds={}
2021-09-24 11:19:43,581 root DEBUG testcase.py               258   start                     : Test function parameters: args=(), kwds={}
2021-09-24 11:19:43,582 root DEBUG iutctl.py                 221   stop                      : <class 'ptsprojects.zephyr.iutctl.ZephyrCtl'>.stop
2021-09-24 11:19:47,587 root DEBUG testcase.py               783   post_run                  : post_run, cleanup running pre test case script
2021-09-24 11:19:47,587 root DEBUG testcase.py               793   post_run                  : post_run, run post test case script
2021-09-24 11:19:47,607 root DEBUG autoptsclient_common.py   843   run_test_case_thread_entry : Done TestCase wrapper L2CAP L2CAP/ECFC/BV-26-C
